Neg Utility,Stock Loss,Clearing Loss,Type
0.05955514311790466,6.421990747185191e-06,1.0494363777979743e-06,Mu Unknown
0.058455705642700195,2.3523884010501206e-05,0.0006193960434757173,Mu Known
0.09057614207267761,2.2737368624290214e-16,1.8190286082964136e-11,Leading Order
