Neg Utility Mean,Stock Loss Mean,Clearing Loss Mean,Neg Utility SE,Stock Loss SE,Clearing Loss SE,S0,Type
0.003298803698271513,2.739531964834896e-06,3.861223012791015e-05,5.85620837227907e-05,7.009660407675256e-08,5.157237978892226e-07,0.33986666798591614,Mu Unknown
0.0032928180880844593,1.3677348761120811e-05,0.003209449118003249,5.885338759981096e-05,3.67470988749119e-07,4.8768779379315674e-05,0.33771371841430664,Mu Known
0.0032670532818883657,2.9309887691285455e-17,8.183796861211713e-15,5.5461499869124964e-05,2.3731786958727987e-18,1.3670297822961655e-16,0.34132224321365356,Ground Truth
