Neg Utility Mean,Stock Loss Mean,Clearing Loss Mean,Neg Utility SE,Stock Loss SE,Clearing Loss SE,Type
0.0021033724769949913,3.994226062786765e-06,2.0513796243903926e-06,7.714087405474856e-05,2.6868599434237694e-07,2.49659866113916e-08,Mu Unknown
0.0216046329587698,1.1368683518051719e-15,1.589853249051032e-11,0.00010010554251493886,1.2087138981495184e-16,4.5143522166973815e-13,Frictionless
