Neg Utility,Stock Loss,Clearing Loss,Type
21.45188331604004,1.171307303593494e-05,20.54248046875,Mu Unknown
21.42560577392578,2.2557826014235616e-05,0.00020744239736814052,Mu Known
21.268699645996094,1.2789768693110388e-16,2.5134444872620954e-11,Ground Truth
